mod;cod;marca;clase;tipo1;tipo2;tipo3;peso;serv;valor02;valor03;valor04;valor05;valor06;valor07;valor08;valor09;valor10;valor11;valor12;valor13;valor14;valor15;valor16;valor17;valor18;valor19;um;importado;bcpp;pesokg;potencia
F;00101001;ALEKO         ;AUTOMOVIL       ;2141           ;1.6            ;MT 1600CC TAXI ;1;2;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   91900;F;T;  114875; 1380; 82
F;00208003;AMERICAN MOTOR;CAMPERO         ;WRANGLER       ;4.2            ;MT 4200CC CAB  ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   81600;F;T;  102000; 1100;120
F;00208004;AMERICAN MOTOR;CAMPERO         ;WRANGLER       ;4.2            ;MT 2500CC CARPA;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   74900;F;T;   93600; 1100;120
F;00206001;AMERICAN MOTOR;CAMIONETA PASAJ.;EAGLE          ;SUMMIT         ;AT 2400CC LX 4P;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   43800;F;T;   54800;    0;  1
F;00319001;AUTECO        ;MOTOCARRO       ;PICK-UP VAN    ;150            ;MT 150CC       ;1;1;    2300;    2500;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    8800;F;T;   11000;  283;  7
F;00319003;AUTECO        ;MOTOCARRO       ;PICK-UP VAN    ;175            ;MT 175CC       ;1;1;       0;    2600;    2800;    3000;    3300;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    9400;F;T;   11800;  305;  8
F;00319004;AUTECO        ;MOTOCARRO       ;PICK-UP VAN    ;400            ;MT 400CC DSL   ;1;1;       0;       0;       0;       0;       0;    4900;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   11800;F;T;   14800;  353;  7
F;00319005;AUTECO        ;MOTOCARRO       ;CAMELLITO      ;FURGON [ASL]   ;MT 175CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;    6700;    7400;       0;       0;       0;       0;       0;       0;       0;       0;   12300;F;T;   15400;  350;  6
F;00319006;AUTECO        ;MOTOCARRO       ;CAMELLITO      ;FURGON         ;MT 175CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;    6200;       0;       0;       0;       0;       0;       0;       0;       0;   10200;F;T;   12800;  350;  6
F;00319009;AUTECO        ;MOTOCARRO       ;CAMELLITO      ;CHASIS         ;MT 175CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;    4600;       0;       0;       0;       0;       0;       0;       0;    7800;F;T;    9800;  305;  8
F;00319010;AUTECO        ;MOTOCARRO       ;CAMELLITO      ;ESTACAS        ;MT 175CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;    4900;       0;       0;       0;       0;       0;       0;       0;    9300;F;T;   11600;  305;  8
F;00319011;AUTECO        ;MOTOCARRO       ;CAMELLITO      ;ESTACAS ALUMINI;MT 175CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;    6400;    7100;       0;       0;       0;       0;       0;       0;       0;   11400;F;T;   14300;  305;  8
F;00319012;AUTECO        ;MOTOCARRO       ;CAMELLITO      ;FURGON ALUMINIO;MT 175CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;    6400;       0;       0;       0;       0;       0;       0;       0;   10200;F;T;   12800;  305;  8
F;00319013;AUTECO        ;MOTOCARRO       ;CAMELLITO      ;REPARTO        ;MT 175CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;    6500;       0;       0;       0;       0;       0;       0;       0;    9700;F;T;   12100;  305;  8
F;00319014;AUTECO        ;MOTOCARRO       ;PICK-UP VAN    ;450            ;MT 450CC DSL   ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;    8200;       0;       0;       0;       0;       0;       0;       0;   11500;F;T;   14400;  398;  7
F;00319018;AUTECO        ;MOTOCARRO       ;CAMELLITO      ;RE600 FURGON [A;MT 448CC DSL   ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;    9800;       0;       0;       0;       0;       0;       0;       0;   14900;F;T;   18600;  398;  8
F;00319019;AUTECO        ;MOTOCARRO       ;CAMELLITO      ;RE205 D FURGON ;MT 199CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    9200;   10200;   11300;   12500;   13800;       0;   15300;F;T;   19100;  300; 10
F;00319007;AUTECO        ;MOTOCARRO       ;CAMELLITO      ;WILLYS         ;MT 175CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;    6000;       0;       0;       0;       0;       0;       0;       0;   10500;F;T;   13100;  305;  8
F;00319008;AUTECO        ;MOTOCARRO       ;CAMELLITO      ;CHIVA          ;MT 175CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;    8700;       0;       0;       0;       0;       0;       0;       0;   12300;F;T;   15400;  305;  8
F;00319015;AUTECO        ;MOTOCARRO       ;CAMELLITO      ;RE205 D C. ESPE;MT 199CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;    6100;    6700;       0;       0;       0;       0;       0;       0;    9300;F;T;   11600;  329; 10
F;00319016;AUTECO        ;MOTOCARRO       ;CAMELLITO      ;RE205 D WILLIS ;MT 199CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    7200;    8000;    8800;       0;       0;       0;       0;   10500;F;T;   13100;  329; 10
F;00319017;AUTECO        ;MOTOCARRO       ;CAMELLITO      ;RE205 D BASICO ;MT 199CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    6600;    7300;       0;       0;       0;       0;    8700;F;T;   10900;  329; 10
F;00319020;AUTECO        ;MOTOCARRO       ;TORITO         ;RE205 D BASICO ;MT 199CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    9100;    9800;   10500;   11300;   12500;T;T;   15625;  329; 10
F;00319002;AUTECO        ;MOTOCARRO       ;CAMELLITO      ;175            ;MT 175CC       ;1;1;       0;       0;       0;    3200;    3500;    3900;    4300;    4800;    5300;    5900;       0;       0;       0;       0;       0;       0;       0;    9400;F;T;   11800;  200; 12
F;00317067;AUTECO        ;MOTOCICLETA     ;BAJAJ          ;PULSAR RS 200  ;MT 200CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    7600;    8300;    9000;   10000;T;F;   11500;  165; 24
F;00317035;AUTECO        ;MOTOCICLETA     ;VICTORY        ;FURAX          ;MT 150CC       ;1;1;       0;       0;       0;    1700;    1800;    1900;    2000;    2100;       0;       0;       0;       0;       0;       0;       0;       0;       0;    6700;F;T;    8400;   80;  8
F;00317003;AUTECO        ;MOTOCICLETA     ;SUMA           ;80             ;MT 80CC 2T     ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    2800;F;F;    3200;   75;  6
F;00317009;AUTECO        ;MOTOCICLETA     ;SUNNY          ;80             ;MT 80CC        ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    2700;F;F;    3100;  105;  6
F;00317028;AUTECO        ;MOTOCICLETA     ;MAX            ;100            ;MT 100CC       ;1;1;       0;       0;       0;     500;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    3000;F;F;    3500;   79;  7
F;00317006;AUTECO        ;MOTOCICLETA     ;BAJAJ          ;PLUS POWER     ;AT 150CC       ;1;1;     650;     700;     800;     900;    1000;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    4800;F;F;    5500;   95;  7
F;00317007;AUTECO        ;MOTOCICLETA     ;ZIP            ;80             ;AT 80CC        ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    2900;F;F;    3300;   77;  6
F;00317010;AUTECO        ;MOTOCICLETA     ;BAJAJ          ;PLUS CLASSIC   ;MT 150CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    5300;F;F;    6100;  106;  7
F;00317016;AUTECO        ;MOTOCICLETA     ;BAJAJ          ;LEGEND         ;MT 150CC       ;1;1;    1100;    1200;    1300;    1400;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    4400;F;F;    5100;  108;  9
F;00317017;AUTECO        ;MOTOCICLETA     ;BAJAJ          ;BRAVO          ;MT 145CC       ;1;1;    1200;    1300;    1400;    1500;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    4700;F;F;    5400;  103;  8
F;00317019;AUTECO        ;MOTOCICLETA     ;BAJAJ          ;SPIRIT 60      ;AT 60CC        ;1;1;     320;     340;     370;     400;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    2400;F;F;    2800;   76;  5
F;00317022;AUTECO        ;MOTOCICLETA     ;BAJAJ          ;NXT 150        ;MT 150CC       ;1;1;    1100;    1200;    1300;    1400;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    4700;F;F;    5400;   80;  8
F;00317004;AUTECO        ;MOTOCICLETA     ;KTZ            ;100            ;MT 100CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    2900;F;F;    3300;   78;  5
F;00317008;AUTECO        ;MOTOCICLETA     ;KB             ;125            ;MT 125CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    2700;F;F;    3100;   93; 13
F;00317015;AUTECO        ;MOTOCICLETA     ;BAJAJ          ;BOXER CT100    ;MT 100CC       ;1;1;     800;     920;    1000;    1100;    1200;    1300;    1400;    1500;    1600;    1700;    1800;    2000;    2200;    2400;    2600;    2800;    3000;    3600;T;T;    4500;  113;  8
F;00317025;AUTECO        ;MOTOCICLETA     ;BAJAJ          ;PULSAR         ;MT 180CC       ;1;1;       0;       0;    1400;    1500;    1600;    1700;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    4300;F;T;    5400;  143; 17
F;00317029;AUTECO        ;MOTOCICLETA     ;BAJAJ          ;AVANTI         ;MT 90CC        ;1;1;       0;     700;     750;     800;     900;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    2100;F;T;    2600;   98;  7
F;00317030;AUTECO        ;MOTOCICLETA     ;BAJAJ          ;CALIBER II 115 ;MT 115CC       ;1;1;       0;       0;    1100;    1200;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    3100;F;T;    3900;  118; 10
F;00317037;AUTECO        ;MOTOCICLETA     ;BAJAJ          ;DISCOVER [1]   ;MT 125CC       ;1;1;       0;       0;       0;       0;       0;    1100;    1200;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    3300;F;T;    4100;  125; 12
F;00317038;AUTECO        ;MOTOCICLETA     ;BAJAJ          ;PULSAR II      ;MT 180CC       ;1;1;       0;       0;       0;       0;       0;    1800;    1900;    2100;    2500;       0;       0;       0;       0;       0;       0;       0;       0;    4800;F;T;    6000;  143; 17
F;00317039;AUTECO        ;MOTOCICLETA     ;BAJAJ          ;PLATINO        ;MT 100CC       ;1;1;       0;       0;       0;       0;       0;       0;    1500;    1600;    1700;    1800;    1900;    2000;    2100;    2200;    2300;       0;       0;    3400;F;T;    4300;  113;  8
F;00317041;AUTECO        ;MOTOCICLETA     ;BAJAJ          ;DISCOVER [2] SU;MT 135CC       ;1;1;       0;       0;       0;       0;       0;       0;    1400;    1500;    1700;    1900;       0;       0;       0;       0;       0;       0;       0;    3600;F;T;    4500;  133; 13
F;00317042;AUTECO        ;MOTOCICLETA     ;BAJAJ          ;DISCOVER [2] SP;MT 135CC       ;1;1;       0;       0;       0;       0;       0;       0;    1300;    1400;    1600;    1800;       0;       0;       0;       0;       0;       0;       0;    3500;F;T;    4400;  133; 13
F;00317043;AUTECO        ;MOTOCICLETA     ;BAJAJ          ;PULSAR         ;MT 200CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;    2300;    2500;    2700;       0;       0;       0;       0;       0;       0;       0;    4500;F;T;    5600;  145; 18
F;00317044;AUTECO        ;MOTOCICLETA     ;BAJAJ          ;XCD            ;MT 125CC       ;1;1;       0;       0;       0;       0;       0;       0;    2000;    2100;    2300;    2500;       0;       0;       0;       0;       0;       0;       0;    3900;F;T;    4900;  112;  9
F;00317045;AUTECO        ;MOTOCICLETA     ;BAJAJ          ;PULSAR UG      ;MT 180CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;    2500;    2700;    2900;    3100;    3300;    3500;    4000;    4500;    4900;    5700;T;T;    7125;  150; 17
F;00317046;AUTECO        ;MOTOCICLETA     ;BAJAJ          ;BOXER BM CLASSI;MT 100CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;     900;    1000;    1100;       0;       0;       0;       0;       0;       0;    2600;F;F;    3000;  109;  8
F;00317047;AUTECO        ;MOTOCICLETA     ;BAJAJ          ;PLATINO        ;MT 125CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;    1600;    1700;       0;       0;       0;       0;       0;       0;       0;    2800;F;T;    3500;  113;  9
F;00317048;AUTECO        ;MOTOCICLETA     ;BAJAJ          ;DISCOVER [2]   ;MT 100CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;    1400;    1600;    1800;    2000;    2200;       0;       0;       0;    3300;    3800;T;F;    4370;  115;  8
F;00317049;AUTECO        ;MOTOCICLETA     ;BAJAJ          ;PLATINO 125 5S ;MT 125CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;    1800;    1900;    2000;    2100;       0;       0;       0;       0;    3000;F;T;    3800;  113;  9
F;00317050;AUTECO        ;MOTOCICLETA     ;BAJAJ          ;PULSAR 220 F   ;MT 220CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;    3500;    3700;    4000;       0;       0;       0;       0;       0;    6600;F;T;    8300;  152; 21
F;00317051;AUTECO        ;MOTOCICLETA     ;BAJAJ          ;PULSAR 135 LS  ;MT 135CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;    1900;    2100;    2300;    2500;    2700;    2900;    3100;    3400;       0;    5300;F;T;    6600;  122; 13
F;00317052;AUTECO        ;MOTOCICLETA     ;BAJAJ          ;PULSAR 220 SPOR;MT 220CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;    3700;    3900;    4200;    4500;       0;       0;       0;       0;    7000;F;T;    8800;  152; 21
F;00317053;AUTECO        ;MOTOCICLETA     ;BAJAJ          ;DISCOVER [2]   ;MT 125CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    2400;    2600;    2800;    3000;    3200;    3400;    3600;    4000;T;F;    4600;  119; 11
F;00317054;AUTECO        ;MOTOCICLETA     ;BAJAJ          ;BOXER BM       ;MT 150CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    1800;    2000;    2200;    2400;    2600;    2800;       0;    3600;F;F;    4100;  123; 12
F;00317055;AUTECO        ;MOTOCICLETA     ;BAJAJ          ;BOXER BM CLASSI;MT 100CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    1500;    1600;    1700;    1900;    2100;    2300;    2500;    3000;T;F;    3500;    0;  8
F;00317056;AUTECO        ;MOTOCICLETA     ;BAJAJ          ;DISCOVER [3] 12;MT 125CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    2800;    3000;    3200;    3400;    3600;       0;    5000;F;F;    5800;    0; 13
F;00317057;AUTECO        ;MOTOCICLETA     ;BAJAJ          ;PULSAR 200 NS  ;MT 200CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    3900;    4300;    4700;    5100;    5500;    6000;    6500;    8600;T;F;    9900;    0; 23
F;00317058;AUTECO        ;MOTOCICLETA     ;BAJAJ          ;AVENGER 220    ;MT 220CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    3800;    4100;    4400;    4700;    4700;F;T;    5875;  155; 19
F;00317059;AUTECO        ;MOTOCICLETA     ;BAJAJ          ;DISCOVER 100M  ;MT 100CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    2400;    2700;    3000;       0;    4200;F;F;    4800;  113;  9
F;00317060;AUTECO        ;MOTOCICLETA     ;BAJAJ          ;PULSAR 220 SS  ;MT 220CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    4800;    5100;       0;       0;    6900;F;T;    8600;  152; 21
F;00317061;AUTECO        ;MOTOCICLETA     ;BAJAJ          ;DISCOVER [3] 15;MT 150CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    3600;    3900;    4300;    4700;T;F;    5400;  130; 14
F;00317062;AUTECO        ;MOTOCICLETA     ;BAJAJ          ;PULSAR UG PRO  ;MT 180CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    4000;    4300;    4700;    5100;    5900;T;F;    6800;  147; 17
F;00317063;AUTECO        ;MOTOCICLETA     ;BAJAJ          ;DISCOVER 150F  ;MT 150CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    3100;    3400;    3700;    4000;T;F;    4600;  132; 14
F;00317064;AUTECO        ;MOTOCICLETA     ;BAJAJ          ;PLATINO 110    ;MT 110CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    2600;    2800;    3000;    3600;T;F;    4100;  108;  8
F;00317065;AUTECO        ;MOTOCICLETA     ;BAJAJ          ;PULSAR 150 NS  ;MT 150CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    4500;    4900;    5300;    5800;    7000;T;F;    8100;  140; 17
F;00317066;AUTECO        ;MOTOCICLETA     ;BAJAJ          ;PULSAR AS 200  ;MT 200CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    5400;    5900;    6400;    9500;T;F;   10900;  153; 23
F;00317068;AUTECO        ;MOTOCICLETA     ;BAJAJ          ;PULSAR AS 150  ;MT 150CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    4400;    4800;    5200;    6200;T;F;    7130;  140; 17
F;00317069;AUTECO        ;MOTOCICLETA     ;BAJAJ          ;PULSAR SPEED   ;MT 135CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    3600;    3900;    4500;T;F;    5175;  122; 13
F;00317070;AUTECO        ;MOTOCICLETA     ;BAJAJ          ;PULSAR 150     ;MT 150CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    3400;    3700;    5000;T;F;    5800;  143; 15
F;00317071;AUTECO        ;MOTOCICLETA     ;BAJAJ          ;PULSAR 160 NS  ;MT 160CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    5600;    6300;T;F;    7245;  142; 15
F;00317072;AUTECO        ;MOTOCICLETA     ;BAJAJ          ;PULSAR 200 NS F;MT 200CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    7700;    9000;T;F;   10400;  155; 24
F;00317073;AUTECO        ;MOTOCICLETA     ;BAJAJ          ;DOMINAR 400    ;MT 400CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   11900;   13000;   13500;T;F;   15525;  182; 35
F;00317074;AUTECO        ;MOTOCICLETA     ;BAJAJ          ;DISCOVER [3] 12;MT 125CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    4400;T;F;    5060;  125; 13
F;00317075;AUTECO        ;MOTOCICLETA     ;BAJAJ          ;V12            ;MT 125CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    5000;T;F;    5750;  133; 11
F;00317076;AUTECO        ;MOTOCICLETA     ;BAJAJ          ;DISCOVER [2] UG;MT 125CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    4200;T;F;    4830;  119; 11
F;00408008;AROCARPATI    ;CAMPERO         ;D127           ;240            ;MT 2500CC LONA ;2;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   37000;F;T;   46300; 1950; 68
F;00408014;AROCARPATI    ;CAMPERO         ;240            ;13 PSJ         ;MT 2500CC TAXI ;2;2;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   20600;F;T;   25800; 2000; 75
F;00408015;AROCARPATI    ;CAMPERO         ;240            ;240            ;MT 2500CC GAS  ;2;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   40000;F;T;   50000; 2200; 75
F;00408016;AROCARPATI    ;CAMPERO         ;244            ;244            ;MT 2700CC      ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   44000;F;T;   55000; 1350; 80
F;00408017;AROCARPATI    ;CAMPERO         ;243            ;4X4            ;MT 1600CC 3P DS;1;1;       0;       0;       0;    8600;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   25600;F;T;   32000;    0;  1
F;00421001;AROCARPATI    ;PICKUP DOBLE CAB;324            ;TDX            ;MT 2700CC DSL  ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   60400;F;T;   75500; 1380; 95
F;00508001;ASIA          ;CAMPERO         ;ROCSTA         ;I              ;MT 1800CC 4X4 L;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   36400;F;T;   45500; 1400; 86
F;00508002;ASIA          ;CAMPERO         ;ROCSTA         ;I              ;MT 1800CC 4X4 C;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   38200;F;T;   47800; 1400; 86
F;00508003;ASIA          ;CAMPERO         ;ROCSTA         ;II             ;MT 2200CC 4X4 C;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   39400;F;T;   49300; 1400; 76
F;00507001;ASIA          ;CAMIONETA REPAR ;TOWNER         ;PANEL          ;MT 800CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   18300;F;T;   22900; 1100; 55
F;00520001;ASIA          ;PICKUP SENCILLA ;TOWNER         ;TOWNER         ;MT 1500CC GSL  ;2;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   19800;F;T;   24800; 2300; 82
F;00503002;ASIA          ;BUS / BUSETA / M;COSMOS         ;COSMOS         ;MT 5000CC DSL 4;0;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;  152400;F;T;  190500;14000;175
F;00503003;ASIA          ;BUS / BUSETA / M;CITY           ;AM 973         ;MT 5500CC DSL 4;0;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   67200;F;T;   84000;13500;170
F;00503001;ASIA          ;BUS / BUSETA / M;COMBI          ;AM 825         ;MT 4100CC DSL 4;2;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   32400;F;T;   40500; 2350;100
F;00503004;ASIA          ;BUS / BUSETA / M;HI TOPIC       ;AM 715         ;MT 2700CC DSL 4;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   20800;F;T;   26000; 1200; 76
F;00506002;ASIA          ;CAMIONETA PASAJ.;TOWNER         ;DLX            ;MT 800CC MINIVA;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   19800;F;T;   24800; 1100; 52
F;00506003;ASIA          ;CAMIONETA PASAJ.;HI TOPIC       ;STD            ;MT 2700CC DSL  ;2;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   55000;F;T;   68800; 2100;110
F;00601014;AUDI          ;AUTOMOVIL       ;CABRIOLET      ;B4 2.8 V6      ;MT 2800CC 12V  ;2;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;  109600;F;T;  137000; 1495;174
F;00601015;AUDI          ;AUTOMOVIL       ;CABRIOLET      ;B4 2.8 V6      ;AT 2800CC 12V  ;2;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;  115300;F;T;  144100; 1526;174
F;00601053;AUDI          ;AUTOMOVIL       ;A4             ;B6 3.0 CABRIOLE;MT 3000CC      ;2;1;       0;       0;   35000;   37600;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;  119100;F;T;  148900; 1590;220
F;00601054;AUDI          ;AUTOMOVIL       ;A4             ;B6 3.0 CABRIOLE;TP 3000CC      ;2;1;       0;   34400;   36900;   39600;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;  125400;F;T;  156800; 1620;220
F;00601078;AUDI          ;AUTOMOVIL       ;TT             ;8N 1.8T ROADSTE;MT 1800CC T    ;2;1;   50200;   53900;   57800;   62000;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;  144800;F;T;  181000; 1573;225
F;00601106;AUDI          ;AUTOMOVIL       ;TT             ;8J 2.0 TFSI ROA;TP 2000CC T    ;1;1;       0;       0;       0;       0;       0;       0;   77400;   81500;   85900;   90500;       0;       0;  105800;       0;       0;       0;       0;  146300;F;T;  182900; 1295;200
F;00601124;AUDI          ;AUTOMOVIL       ;A4             ;B7 CABRIOLET 1.;TP 1800CC T    ;2;1;       0;       0;       0;       0;       0;       0;       0;   57700;       0;       0;       0;       0;       0;       0;       0;       0;       0;  123100;F;T;  153900; 1580;163
F;00601131;AUDI          ;AUTOMOVIL       ;A5             ;CABRIOLET 2.0 T;TP 2000CC T    ;2;1;       0;       0;       0;       0;       0;       0;       0;       0;   91100;   97800;  104900;       0;       0;       0;       0;       0;       0;  158000;F;T;  197500; 1730;211
F;00601133;AUDI          ;AUTOMOVIL       ;TT             ;8J 3.2 FSI ROAD;TP 3200CC      ;2;1;       0;       0;       0;       0;       0;       0;   83400;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;  180000;F;T;  225000; 1490;250
F;00601151;AUDI          ;AUTOMOVIL       ;A5             ;CABRIOLET MULTI;TP 1800CC T    ;2;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;  101500;  112600;       0;       0;       0;       0;  127900;F;T;  159900; 1695;170
