mod;cod;marca;clase;tipo1;tipo2;tipo3;peso;serv;valor02;valor03;valor04;valor05;valor06;valor07;valor08;valor09;valor10;valor11;valor12;valor13;valor14;valor15;valor16;valor17;valor18;valor19;um;importado;bcpp;pesokg;potencia
F;06406016;NISSAN        ;CAMIONETA PASAJ.;QUEST          ;XE             ;AT 3000CC MINIV;2;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   52100;F;T;   65100; 1755;151
F;06406114;NISSAN        ;CAMIONETA PASAJ.;QUEST          ;SL             ;AT 3500CC V6   ;2;1;       0;       0;       0;   33600;       0;       0;   59000;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;  118700;F;T;  148400; 1842;240
F;06407003;NISSAN        ;CAMIONETA REPAR ;URVAN [E25]    ;PANEL LARGA    ;MT 3000CC      ;2;1;   22600;   24200;   26000;   27900;   29900;   32100;   34400;   36900;   39600;   42500;   45600;   48900;       0;       0;       0;       0;       0;   63500;F;T;   79400; 1915;105
F;06407004;NISSAN        ;CAMIONETA REPAR ;URVAN [E25]    ;PANEL LARGA TEC;MT 3000CC      ;2;1;   22900;   24600;   26400;   28300;   30400;   32600;   35000;   37600;   40300;   43200;   46400;   49800;       0;       0;       0;       0;       0;   65500;F;T;   81900; 1915;105
F;06407006;NISSAN        ;CAMIONETA REPAR ;URVAN [E24]    ;PANEL DX       ;MT 2700CC DSL  ;2;1;   19000;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   53500;F;T;   66900; 1490; 87
F;06407007;NISSAN        ;CAMIONETA REPAR ;URVAN [E26]    ;NV350          ;MT 2500CC TD 4X;2;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   57000;       0;       0;       0;       0;   96500;F;T;  120600; 3300;127
F;06407008;NISSAN        ;CAMIONETA REPAR ;URVAN [E26]    ;NV350 TECHO ALT;MT 2500CC TD 4X;2;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   62700;   70400;   79100;   88900;   99900;  112000;T;T;  140000; 3300;127
F;06407009;NISSAN        ;CAMIONETA REPAR ;URVAN [E26]    ;NV350          ;MT 2500CC TD 4X;2;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   60000;   67400;   75700;   85000;   95500;  104000;T;T;  130000; 3300;127
F;06421003;NISSAN        ;PICKUP DOBLE CAB;UTL            ;720            ;MT 1800CC      ;2;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   48500;F;T;   60600; 2450; 80
F;06421004;NISSAN        ;PICKUP DOBLE CAB;D21            ;MT 2000CC      ;MT 2000CC      ;2;1;   11100;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   32300;F;T;   40400; 1540;110
F;06421005;NISSAN        ;PICKUP DOBLE CAB;D21            ;4X2            ;MT 2400CC AA   ;2;1;   12900;   13800;   14800;   15900;   17100;   18400;   19700;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   35000;F;T;   43800;    0;134
F;06421006;NISSAN        ;PICKUP DOBLE CAB;D21            ;4X4            ;MT 2400CC      ;2;1;   13600;   14600;   15700;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   37900;F;T;   47400;    0;134
F;06421007;NISSAN        ;PICKUP DOBLE CAB;D21            ;KING           ;MT 2400CC      ;2;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   38500;F;T;   48100;    0;134
F;06421008;NISSAN        ;PICKUP DOBLE CAB;D22            ;DX             ;MT 2400CC 4X4 S;2;1;   14900;   15900;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   49000;F;T;   61300; 1605;134
F;06421009;NISSAN        ;PICKUP DOBLE CAB;D22 FRONTIER   ;STD            ;MT 2400CC 4X2 D;2;1;       0;   17700;   18900;   20100;   21400;   22800;   24300;   25900;       0;       0;       0;       0;       0;       0;       0;       0;       0;   39000;F;T;   48800; 1460;150
F;06421010;NISSAN        ;PICKUP DOBLE CAB;D22            ;AX             ;MT 2400CC 4X2  ;2;1;   12700;   13500;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   54800;F;T;   68500; 1580;134
F;06421011;NISSAN        ;PICKUP DOBLE CAB;D22 FRONTIER   ;AX             ;MT 3000CC 4X4 T;2;1;   29900;   31900;   34000;   36200;   38600;   41200;   43900;   46800;       0;       0;       0;       0;       0;       0;       0;       0;       0;   70900;F;T;   88600; 1870;150
F;06421013;NISSAN        ;PICKUP DOBLE CAB;D22 FRONTIER   ;AX             ;MT 2500CC 4X2 T;2;1;   25600;   27300;   29100;   31000;   33100;   35300;   37600;   40100;   42800;   45600;       0;       0;       0;       0;       0;       0;       0;   59500;F;T;   74400; 1545;133
F;06421016;NISSAN        ;PICKUP DOBLE CAB;D22 FRONTIER   ;DX             ;MT 3000CC 4X4 T;2;1;       0;   27600;   29400;   31300;   33400;   35600;   37900;   40400;   43100;   45900;       0;       0;       0;       0;       0;       0;       0;   66000;F;T;   82500; 1825;150
F;06421018;NISSAN        ;PICKUP DOBLE CAB;D22 FRONTIER   ;DX             ;MT 2400CC 4X2 D;2;1;       0;   18300;   19500;   20800;   22200;   23700;   25300;   27000;       0;       0;       0;       0;       0;       0;       0;       0;       0;   45400;F;T;   56800; 1460;150
F;06421020;NISSAN        ;PICKUP DOBLE CAB;D22 FRONTIER   ;AX             ;MT 3000CC 4X4 T;2;1;       0;   31000;   33100;   35300;   37600;   40100;   42800;   45600;   48600;   51800;   55200;       0;       0;       0;       0;       0;       0;   72900;F;T;   91100; 1870;150
F;06421021;NISSAN        ;PICKUP DOBLE CAB;D22 FRONTIER   ;AX             ;MT 3000CC 4X4 T;2;1;       0;   31200;   33300;   35500;   37800;   40300;   43000;   45800;   48800;   52000;       0;       0;       0;       0;       0;       0;       0;   71900;F;T;   89900; 1870;150
F;06421023;NISSAN        ;PICKUP DOBLE CAB;D22 FRONTIER   ;DX             ;MT 2500CC 4X2 T;2;1;       0;       0;       0;       0;   29100;   31000;   33000;   35200;   37500;   40000;       0;       0;       0;       0;       0;       0;       0;   50000;F;T;   62500; 1545;133
F;06421025;NISSAN        ;PICKUP DOBLE CAB;D22 FRONTIER   ;DX             ;MT 2500CC 4X2 T;2;1;       0;       0;   26700;   28500;   30400;   32400;   34500;   36800;   39200;   41800;       0;       0;       0;       0;       0;       0;       0;   52600;F;T;   65800; 1545;133
F;06421026;NISSAN        ;PICKUP DOBLE CAB;D22 FRONTIER   ;STD            ;MT 2500CC 4X2 T;2;1;       0;       0;   26000;   27700;   29500;   31500;   33600;   35800;       0;       0;       0;       0;       0;       0;       0;       0;       0;   49000;F;T;   61300; 1545;133
F;06421030;NISSAN        ;PICKUP DOBLE CAB;TITAN          ;LE             ;AT 5600CC 4X4  ;2;1;       0;       0;   32600;   35000;       0;       0;   43200;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;  110000;F;T;  137500; 2387;317
F;06421031;NISSAN        ;PICKUP DOBLE CAB;D22 FRONTIER   ;DX             ;MT 2400CC 4X4 D;2;1;       0;   20400;   21700;   23100;   24600;   26200;   27900;   29700;       0;       0;       0;       0;       0;       0;       0;       0;       0;   55900;F;T;   69900; 1825;150
F;06421032;NISSAN        ;PICKUP DOBLE CAB;D21            ;4X2            ;MT 2400CC EST  ;1;1;       0;       0;       0;       0;   16800;   18000;   19300;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   34000;F;T;   42500;    0;134
F;06421033;NISSAN        ;PICKUP DOBLE CAB;D22 FRONTIER   ;AX             ;MT 2400CC 4X4 F;2;1;       0;   21100;   22500;   24000;   25600;   27300;   29100;   31000;       0;       0;       0;       0;       0;       0;       0;       0;       0;   65400;F;T;   81800; 1695;150
F;06421034;NISSAN        ;PICKUP DOBLE CAB;D22            ;AX             ;MT 2400CC 4X4 F;2;1;   15500;   16500;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   61200;F;T;   76500; 1605;134
F;06421035;NISSAN        ;PICKUP DOBLE CAB;D22            ;DX             ;MT 2400CC 4X2 S;2;1;   13100;   14000;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   42700;F;T;   53400; 1560;134
F;06421036;NISSAN        ;PICKUP DOBLE CAB;D21            ;2.4L           ;MT 2400CC 4X2 D;1;1;   12800;   13700;   14700;   15800;   17000;   18200;   19500;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   34000;F;T;   42500;    0;134
F;06421037;NISSAN        ;PICKUP DOBLE CAB;NAVARA         ;MID LUJO       ;MT 2500CC 4X2 T;2;1;       0;       0;       0;       0;       0;       0;   35400;   38300;   41400;   44800;   48500;       0;       0;       0;       0;       0;       0;   71900;F;T;   89900; 1680;142
F;06421038;NISSAN        ;PICKUP DOBLE CAB;NAVARA         ;MID LUJO       ;MT 2500CC 4X2 T;2;1;       0;       0;       0;       0;       0;       0;   37500;   40600;   43900;   47500;   47500;       0;       0;       0;       0;       0;       0;   73000;F;T;   91300; 1680;142
F;06421039;NISSAN        ;PICKUP DOBLE CAB;NAVARA         ;MID            ;MT 2500CC 4X4 T;2;1;       0;       0;       0;       0;       0;       0;   41900;   45300;       0;       0;       0;       0;       0;       0;       0;       0;       0;   75000;F;T;   93800; 1830;142
F;06421040;NISSAN        ;PICKUP DOBLE CAB;NAVARA         ;MID            ;MT 2500CC 4X4 T;2;1;       0;       0;       0;       0;       0;       0;   43000;   46500;   50300;   54400;   58900;   63700;   68900;   74600;       0;       0;       0;   91000;F;T;  113800; 1830;142
F;06421041;NISSAN        ;PICKUP DOBLE CAB;NAVARA         ;HIGH LUJO      ;MT 2500CC 4X4 T;2;1;       0;       0;       0;       0;       0;       0;   43200;   46700;   50500;   54700;   59200;   64100;   69400;       0;       0;       0;       0;   92000;F;T;  115000; 1830;172
F;06421042;NISSAN        ;PICKUP DOBLE CAB;NAVARA         ;HIGH LUJO      ;MT 2500CC 4X4 T;2;1;       0;       0;       0;       0;       0;       0;   44400;   48000;   52000;   56300;   60900;   65900;   71300;       0;       0;       0;       0;   88900;F;T;  111100; 1830;172
F;06421043;NISSAN        ;PICKUP DOBLE CAB;NAVARA         ;HIGH LUJO      ;AT 2500CC 4X4 T;2;1;       0;       0;       0;       0;       0;       0;   44700;   48400;   52400;   56700;   61400;   66400;       0;       0;       0;       0;       0;   87000;F;T;  108800; 1850;172
F;06421044;NISSAN        ;PICKUP DOBLE CAB;NAVARA         ;HIGH LUJO      ;AT 2500CC 4X4 T;2;1;       0;       0;       0;       0;       0;       0;   45700;   49500;   53600;   58000;   62800;   68000;   73600;   79600;       0;       0;       0;  101000;F;T;  126300; 1850;172
F;06421045;NISSAN        ;PICKUP DOBLE CAB;D22 FRONTIER   ;STD            ;MT 2400CC 4X4 D;2;1;       0;       0;   20600;   22000;   23500;   25100;   26800;   28600;       0;       0;       0;       0;       0;       0;       0;       0;       0;   55000;F;T;   68800; 1825;150
F;06421046;NISSAN        ;PICKUP DOBLE CAB;D22 FRONTIER   ;DX             ;MT 2400CC 4X4 D;2;1;       0;       0;   24200;   25800;   27500;   29300;   31200;   33300;   35500;   37800;   40300;       0;       0;       0;       0;       0;       0;   58900;F;T;   73600; 1655;150
F;06421047;NISSAN        ;PICKUP DOBLE CAB;D22 FRONTIER   ;DX             ;MT 3000CC 4X4 T;2;1;       0;       0;   30400;   32400;   34500;   36800;   39200;   41800;   44600;   47500;       0;       0;       0;       0;       0;       0;       0;   70000;F;T;   87500; 1830;150
F;06421048;NISSAN        ;PICKUP DOBLE CAB;D22 FRONTIER   ;DX             ;MT 3000CC 4X4 T;2;1;       0;       0;   32400;   34500;   36800;   39200;   41800;   44600;   47500;   50600;       0;       0;       0;       0;       0;       0;       0;   71000;F;T;   88800; 1830;150
F;06421049;NISSAN        ;PICKUP DOBLE CAB;FRONTIER       ;CREW CAB LE    ;AT 4000CC 4X4 V;2;1;       0;       0;       0;       0;       0;       0;   37200;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   88200;F;T;  110300; 2036;261
F;06421050;NISSAN        ;PICKUP DOBLE CAB;NP 300 FRONTIER;2.4L           ;MT 2400CC 4X2  ;1;1;       0;       0;       0;       0;       0;       0;       0;   27000;   28800;   30700;   32700;   34900;   37200;   39700;       0;       0;       0;   49500;F;T;   61900; 1435;143
F;06421051;NISSAN        ;PICKUP DOBLE CAB;NP 300 FRONTIER;2.4L           ;MT 2400CC 4X2 A;1;1;       0;       0;       0;       0;       0;       0;       0;   28200;   30100;   32100;   34200;   36500;   38900;   41500;   44200;       0;       0;   54000;F;T;   67500; 1435;143
F;06421052;NISSAN        ;PICKUP DOBLE CAB;NP 300 FRONTIER;2.4L           ;MT 2400CC 4X2 A;1;1;       0;       0;       0;       0;       0;       0;       0;   29400;   31300;   33400;   35600;   37900;   40400;   43100;   46000;       0;       0;   56000;F;T;   70000; 1435;143
F;06421053;NISSAN        ;PICKUP DOBLE CAB;D22 FRONTIER   ;DX             ;MT 2500CC 4X2 T;2;1;       0;       0;       0;       0;       0;       0;       0;       0;   41600;   44300;       0;       0;       0;       0;       0;       0;       0;   54500;F;T;   68100; 1545;133
F;06421054;NISSAN        ;PICKUP DOBLE CAB;NP 300 FRONTIER;2.5L           ;MT 2500CC 4X4 T;2;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;   46100;   49200;   52500;   56000;   59700;       0;       0;       0;   82000;F;T;  102500; 1580;133
F;06421055;NISSAN        ;PICKUP DOBLE CAB;NP 300 FRONTIER;2.5L           ;MT 2500CC 4X4 T;2;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;   44600;   47500;   50600;   53900;   57500;       0;       0;       0;   75500;F;T;   94400; 1580;133
F;06421056;NISSAN        ;PICKUP DOBLE CAB;NP 300 FRONTIER;2.5L           ;MT 2500CC 4X2 T;2;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;   39900;   42500;   45300;       0;   51500;       0;       0;       0;   54100;F;T;   67600; 1545;133
F;06421057;NISSAN        ;PICKUP DOBLE CAB;NP 300 FRONTIER;2.5L           ;MT 2500CC 4X4 T;2;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;   45100;   48100;   51300;   54700;   58300;       0;       0;       0;   77800;F;T;   97300; 1580;133
F;06421058;NISSAN        ;PICKUP DOBLE CAB;NP 300 FRONTIER;2.5L LOOK 4X4  ;MT 2500CC 4X2 T;2;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;   43400;   46300;   49400;   52700;   56200;       0;       0;       0;   75000;F;T;   93800; 1545;133
F;06421059;NISSAN        ;PICKUP DOBLE CAB;NP 300 FRONTIER;2.4L           ;MT 2400CC 4X4 A;2;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   39200;   41800;   44600;   47600;       0;       0;   78000;F;T;   97500; 1700;143
F;06421060;NISSAN        ;PICKUP DOBLE CAB;NP 300 FRONTIER;2.5L           ;MT 2500CC 4X2 T;2;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   50700;   54000;       0;       0;       0;   72000;F;T;   90000; 1545;131
F;06421061;NISSAN        ;PICKUP DOBLE CAB;NP 300 FRONTIER;LE             ;AT 2500CC 4X4 T;2;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;  102200;  107100;  112300;  139000;T;T;  173800; 1910;188
F;06421062;NISSAN        ;PICKUP DOBLE CAB;NP 300 FRONTIER;LE             ;MT 2500CC 4X4 T;2;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;  100600;  105500;  110600;  135000;T;T;  168750; 1880;188
F;06421063;NISSAN        ;PICKUP DOBLE CAB;NP 300 FRONTIER;XE             ;MT 2500CC 4X4 T;2;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   96200;  100800;  105700;  120500;T;T;  150625; 1880;188
F;06421064;NISSAN        ;PICKUP DOBLE CAB;NP 300 FRONTIER;S              ;MT 2500CC 4X4 T;2;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   83800;   87800;   92000;  107000;T;T;  133750; 1875;161
F;06421065;NISSAN        ;PICKUP DOBLE CAB;NP 300 FRONTIER;2.5L           ;MT 2500CC 4X2 A;2;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   52400;   54900;       0;   66000;F;T;   82500; 2550;158
F;06421066;NISSAN        ;PICKUP DOBLE CAB;NP 300 FRONTIER;2.5L           ;MT 2500CC 4X2  ;2;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   48200;   50500;       0;   61000;F;T;   76300; 2550;158
F;06421067;NISSAN        ;PICKUP DOBLE CAB;NP 300 FRONTIER;2.5L           ;MT 2500CC 4X2 A;2;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   55500;   58200;   61000;   76000;T;T;   95000; 2550;158
F;06421068;NISSAN        ;PICKUP DOBLE CAB;NP 300 FRONTIER;S SPORT        ;MT 2500CC 4X4 T;2;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   87300;   91500;   95900;  117500;T;T;  146875; 2910;161
F;06421069;NISSAN        ;PICKUP DOBLE CAB;NP 300 FRONTIER;2.5L           ;MT 2500CC TD 4X;2;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   70900;   74300;   77900;   91000;T;T;  113800; 1956;161
F;06420004;NISSAN        ;PICKUP SENCILLA ;D21            ;KING           ;MT 2400CC 4X4  ;2;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   37900;F;T;   47400; 2400;108
F;06420009;NISSAN        ;PICKUP SENCILLA ;TL             ;720            ;MT 1800CC      ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   37800;F;T;   47300;    0; 80
F;06420014;NISSAN        ;PICKUP SENCILLA ;D21            ;MT 1600CC CORTO;MT 1600CC CORTO;2;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   28900;F;T;   36100; 2400;110
F;06420015;NISSAN        ;PICKUP SENCILLA ;D21            ;4X2            ;MT 2400CC PT LA;2;1;   12000;   12900;   13800;   14800;   15900;   17100;   18400;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   33000;F;T;   41300; 1540;134
F;06420017;NISSAN        ;PICKUP SENCILLA ;D21            ;KING 4X2       ;MT 2400CC CAB.M;2;1;   12600;   13500;   14500;   15600;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   35000;F;T;   43800; 1540;  1
F;06420018;NISSAN        ;PICKUP SENCILLA ;D22            ;STD            ;MT 2400CC 4X4  ;2;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   45000;F;T;   56300; 1540;  1
F;06420019;NISSAN        ;PICKUP SENCILLA ;D22 FRONTIER   ;STD            ;MT 3000CC 4X4 T;2;1;       0;   24200;   25800;   27500;   29300;   31200;   33300;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   70200;F;T;   87800; 1760;150
F;06420025;NISSAN        ;PICKUP SENCILLA ;D22 FRONTIER   ;STD            ;MT 2500CC 4X2 T;1;1;       0;       0;       0;   22800;   24300;   25900;   27600;   29400;       0;       0;       0;       0;       0;       0;       0;       0;       0;   52500;F;T;   65600; 1395;133
F;06420027;NISSAN        ;PICKUP SENCILLA ;PATROL         ;[Y61] 4.2 TDI  ;MT 4200CC TD 4X;2;1;       0;       0;       0;       0;       0;       0;   29700;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   75600;F;T;   94500; 2285;120
F;06420028;NISSAN        ;PICKUP SENCILLA ;NP 300 FRONTIER;2.4L           ;MT 2400CC 4X2  ;1;1;       0;       0;       0;       0;       0;       0;       0;   25600;   27300;   29100;   31000;   33100;   35300;   37600;   40100;       0;       0;   49000;F;T;   61300; 1370;143
F;06420029;NISSAN        ;PICKUP SENCILLA ;D21            ;2.0L           ;MT 2000CC 4X2  ;2;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   30900;F;T;   38600;    0;110
F;06420034;NISSAN        ;PICKUP SENCILLA ;NAVARA         ;EX             ;MT 2500CC TD 4X;2;1;       0;       0;       0;       0;       0;       0;       0;       0;   47200;       0;   55300;   59800;   64700;   70000;       0;       0;       0;   78500;F;T;   98100; 1560;142
F;06420035;NISSAN        ;PICKUP SENCILLA ;NP 300 FRONTIER;2.5L           ;MT 2500CC TD 4X;2;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   81300;   85200;   89300;  102000;T;T;  127500; 2910;161
F;06420039;NISSAN        ;PICKUP SENCILLA ;NP 300 FRONTIER;2.5L           ;MT 2500CC 4X2  ;2;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   41900;       0;   62000;F;T;   77500; 1577;158
F;06420040;NISSAN        ;PICKUP SENCILLA ;NP 300 FRONTIER;2.5L           ;MT 2500CC 4X2 2;2;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   50900;   53400;   63000;T;T;   78750; 1577;158
F;06420042;NISSAN        ;PICKUP SENCILLA ;NP 300 FRONTIER;2.5L           ;MT 2500CC TD 4X;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   37400;       0;       0;   45300;       0;       0;       0;   63500;F;T;   79400; 1340;131
F;06411082;NISSAN        ;CHASIS          ;D22 FRONTIER   ;STD            ;MT 3000CC TD 4X;2;2;       0;       0;   28400;   30500;   32700;   35100;   37700;   40400;   43300;   46500;       0;       0;       0;       0;       0;       0;       0;   54600;F;T;   68300; 1655;150
F;06411083;NISSAN        ;CHASIS          ;NP 300 FRONTIER;2.4L           ;MT 2400CC 4X2  ;1;1;       0;       0;       0;       0;       0;       0;       0;   25300;   27100;   29100;   31200;   33500;   35900;   38500;   41300;       0;       0;   50000;F;T;   62500; 1220;143
F;06411084;NISSAN        ;CHASIS          ;NP 300 FRONTIER;2.5L           ;MT 2500CC TD 4X;1;1;       0;       0;       0;       0;       0;       0;       0;   25700;   27600;   29600;   31800;   34100;   36600;   39300;       0;       0;       0;   52500;F;T;       0; 1380;131
F;06411085;NISSAN        ;CHASIS          ;NP 300 FRONTIER;2.5L           ;MT 2500CC TD 4X;2;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;   49600;   53200;   57100;   61300;   65800;       0;       0;       0;   74000;F;T;       0; 1740;131
F;06411092;NISSAN        ;CHASIS          ;NP 300 FRONTIER;2.5L           ;MT 2500CC TD 4X;2;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   75400;   80900;   86800;  100000;T;T;  125000; 1638;161
F;06411093;NISSAN        ;CHASIS          ;NP 300 FRONTIER;2.5L           ;MT 2500CC TD 4X;2;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   50300;   54000;       0;   72000;F;T;   90000; 1533;161
F;06411095;NISSAN        ;CHASIS          ;NP 300 FRONTIER;2.5L           ;MT 2500CC 4X2  ;0;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   50000;   53600;       0;   61000;F;T;   76300;    0;158
F;06411096;NISSAN        ;CHASIS          ;NP 300 FRONTIER;2.5L           ;MT 2500CC 4X2 2;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   54700;   63000;T;T;   78750;    0;158
F;06420010;NISSAN        ;PICKUP SENCILLA ;JUNIOR         ;L-140          ;MT 2000CC EST  ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   30000;F;T;   37500;    0; 99
F;06420016;NISSAN        ;PICKUP SENCILLA ;D21            ;4X2            ;MT 2400CC EST  ;2;1;   11300;   12100;   13000;   13900;   14900;   16000;   17200;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   32000;F;T;   40000; 1540;134
F;06420020;NISSAN        ;PICKUP SENCILLA ;D22 FRONTIER   ;STD            ;MT 2500CC 4X2 T;1;1;       0;   23500;   25000;   26600;   28400;   30300;   32300;   34400;       0;       0;       0;       0;       0;       0;       0;       0;       0;   52000;F;T;   65000; 1395;133
F;06420021;NISSAN        ;PICKUP SENCILLA ;D22 FRONTIER   ;STD            ;MT 3000CC 4X4 T;2;1;       0;   26600;   28400;   30300;   32300;   34400;   36700;   39100;   41700;   44500;       0;       0;       0;       0;       0;       0;       0;   66000;F;T;   82500; 1760;150
F;06420026;NISSAN        ;PICKUP SENCILLA ;D21            ;MT 2000CC      ;MT 2000CC EST  ;2;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   30300;F;T;   37900;    0;110
F;06420030;NISSAN        ;PICKUP SENCILLA ;PATROL         ;UG160          ;MT 4000CC EST  ;2;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   56000;F;T;   70000;    0;145
F;06420031;NISSAN        ;PICKUP SENCILLA ;NP 300 FRONTIER;2.4L           ;MT 2400CC 4X2 E;1;1;       0;       0;       0;       0;       0;       0;       0;   26900;   28700;   30600;   32600;   34800;   37100;   39500;   42100;       0;       0;   53000;F;T;   66300; 1370;143
F;06420032;NISSAN        ;PICKUP SENCILLA ;NP 300 FRONTIER;2.5L           ;MT 2500CC TD 4X;1;1;       0;       0;       0;       0;       0;       0;       0;   33100;   35300;   37600;   40100;   42700;   45500;   48500;       0;       0;       0;   63500;F;T;   79400; 1340;131
F;06420033;NISSAN        ;PICKUP SENCILLA ;NP 300 FRONTIER;2.5L           ;MT 2500CC TD 4X;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;   39200;   41800;   44600;   47500;   50600;       0;       0;       0;   73000;F;T;   91300; 1390;131
F;06420036;NISSAN        ;PICKUP SENCILLA ;NP 300 FRONTIER;2.5L           ;MT 2500CC TD 4X;2;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   81300;   85200;   89300;  105000;T;T;  131250; 1638;161
F;06420037;NISSAN        ;PICKUP SENCILLA ;NP 300 FRONTIER;2.5L           ;MT 2500CC TD 4X;2;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   63100;   66100;   69300;   80000;F;T;  100000; 1533;161
F;06420038;NISSAN        ;PICKUP SENCILLA ;NP 300 FRONTIER;2.5L           ;MT 2500CC 4X2 E;2;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   44600;   46800;       0;   61300;F;T;   76600; 1577;158
F;06420041;NISSAN        ;PICKUP SENCILLA ;NP 300 FRONTIER;2.5L           ;MT 2500CC 4X2 2;2;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   56600;   59300;   61500;T;T;   76900; 1577;158
F;06420043;NISSAN        ;PICKUP SENCILLA ;NP 300 FRONTIER;2.5L           ;MT 2500CC TD 4X;2;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   80000;   70800;   80000;T;T;  100000; 1533;161
